prescription,Denomination,simd_deprivation_group,Full Address,Latitude,Longitude,Date First Listed,practice_name,Other,Notes,Citation,-----> Repeated ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis, Martha",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1916-1917,F,,,AR 71 (p. 214),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carter, Lula Lee",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1916-1917,F,"1917-1918 (Cienfuegos, Cuba)",,AR 71 (p. 214),AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,
"Touchstone, Carey E.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1917-1918,M,"1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China)",,AR 72 (p. 245),AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),,,,,,,,,,,,,,,,,,,,,,,
"Sherertz, D.L.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1917-1918,M,"1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China ""On furlough""), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China), 1925-1926 (Wusih, China)",,AR 72 (p. 245),AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,
"Moore, R.G.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1917-1918,M,"1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China)",,AR 72 (p. 245),AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),,,,,,,,,,,,,,,,,,,,,,,
"Ridgeway, Bettie",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1917-1918,F,"1918-1919 (Soochow, China), 1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (Soochow, China)",,AR 72 (p. 246),AR 73 (p. 186),AR 73 (p. 187),AR 74 (p. 212),AR 75 (p. 202),,,,,,,,,,,,,,,,,,,,,,,
"Cobb, J.B.",M. E. C. S.,Board of Missions,Tokyo Japan ,35.6764225,139.650027,1917-1918,M,"1918-1919 (Kobe, Japan), 1919-1920 (Kobe, Japan), 1920-1921 (Kobe, Japan), 1921-1922 (Kobe, Japan), 1922-1923 (Kobe, Japan), 1923-1924 (Kobe, Japan), 1924-1925 (Kobe, Japan)",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,,
"Hardie, R.A. (part 2)",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1917-1918,M,"1918-1919 (Korea Mission ""on furlough""), 1919-1920 (Seoul, Korea), 1920-1921 (Seoul, Korea), 1921-1922 (Seoul, Korea), 1922-1923 (Seoul, Korea), 1923-1924 (Seoul, Korea), 1924-1925 (Seoul, Korea)",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 235),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,,
"Hill, P.L.",M. E. C. S.,Board of Missions,Wonsan Korea ,39.1538529,127.4460001,1917-1918,M,"1918-1919 (Wonsan, Korea), 1919-1920 (Choon Chun, Korea), 1920-1921 (Choonchun, Korea), 1921-1922 (Glen Allen, Virginia), 1922-1923 (Choon Chun, Korea ""On furlough""), 1923-1924 (Choonchun, Korea), 1924-1925 (Choonchun, Korea)",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,,
"Stites, F.M.",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1917-1918,M,"1918-1919 (Seoul, Korea), 1919-1920 (Seoul, Korea), 1920-1921 (Seoul, Korea), 1921-1922 (Seoul, Korea), 1922-1923 (Seoul, Korea ""On furlough""), 1923-1924 (Seoul, Korea)",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),,,,,,,,,,,,,,,,,,,,,
"Taylor, J.O.J.",M. E. C. S.,Board of Missions, Korea ,35.907757,127.766922,1917-1918,M,"1918-1919 (Seoul, Korea), 1919-1920 (Choon Chun, Korea), 1920-1921 (Wonsan, Korea), 1921-1922 (Vladivostok, Siberia), 1922-1923 (Siberia-Manchuria ""on leave""), 1923-1924 (Siberia-Manchuria ""on leave"")",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),,,,,,,,,,,,,,,,,,,,,
"Mingledorff, O.C.",M. E. C. S.,Board of Missions, Korea ,35.907757,127.766922,1917-1918,M,"1918-1919 (Seoul, Korea), 1919-1920 (Wonsan, Korea), 1920-1921 (Choonchun, Korea), 1921-1922 (Choonchun, Korea), 1922-1923 (Choon Chun, Korea), 1923-1924 (Choonchun, Korea ""on furlough""), 1924-1925 (Choonchun, Korea)",,AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,,
"Hawk, Carlock",M. E. C. S.,Board of Missions,Rio de Janeiro Brazil ,-22.9068467,-43.1728965,1917-1918,M,"1918-1919 (Rio de Janeiro, Brazil), 1919-1920 (Asheville, North Carolina ""On furlough"")",,AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),,,,,,,,,,,,,,,,,,,,,,,,,
"Buttrick, Mary",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1917-1918,F,,,AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Lochie",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1917-1918,F,,,AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whiteside, Joseph (part 2)",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,M,"1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China), 1925-1926 (Soochow, China)",,AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 201),AR 77 (p. 232),AR 78 (p. 290),AR 79 (p. 296),AR 80 (p. 288),,,,,,,,,,,,,,,,,,,,,
"Glenn, C. Lamar",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,M,"1919-1920 (Soochow, China), 1920-1921 (Changchow, China), 1921-1922 (Changchow, China), 1922-1923 (Changchow, China), 1923-1924 (Changchow, China ""On furlough"")",,AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),,,,,,,,,,,,,,,,,,,,,,
"Bushey, Clinton J.",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1918-1919,M,"1919-1920 (Sungkiang, China), 1920-1921 (Sunkiang, China), 1921-1922 (Sunkiang, China), 1922-1923 (Sungkiang, China), 1923-1924 (Sungkiang, China ""On furlough""), 1924-1925 (Sungkiang, China)",,AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),,,,,,,,,,,,,,,,,,,,,
"Dyson, J.W.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,M,"1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China ""on furlough""), 1925-1926 (Soochow, China)",,AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,
"Henry, R.T.",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1918-1919,M,"1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China ""On furlough""), 1924-1925 (Soochow, China), 1925-1926 (Soochow, China)",,AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,
"Pitts, Alma",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,F,"1919-1920 (Shanghai, China), 1920-1921 (Shanghai, China), 1921-1922 (Shanghai, China), 1922-1923 (Shanghai, China ""On furlough""), 1923-1924 (Shanghai, China ""On furlough""), 1924-1925 (China ""on furlough""), 1925-1926 (China ""extended furlough"")",,AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,
"Bocker, Edna Lee",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,F,,,AR 73 (p. 187),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alsup, Alice",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1918-1919,F,"1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China ""On furlough""), 1924-1925 (Soochow, China), 1925-1926 (Shanghai, China)",,AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,
"Clark, Marguerite",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1918-1919,F,"1919-1920 (Shanghai, China), 1920-1921 (Shanghai, China), 1921-1922 (Shanghai, China), 1922-1923 (Shanghai, China), 1923-1924 (Shanghai, China ""On furlough""), 1924-1925 (Shanghai, China), 1925-1926 (China ""on furlough"")",,AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,
"Shaver, I.L.",M. E. C. S.,Board of Missions,Tokyo Japan ,35.6764225,139.650027,1918-1919,M,"1919-1920 (Tokyo, Japan), 1920-1921 (Hiroshima, Japan), 1921-1922 (Hiroshima, Japan), 1922-1923 (Hiroshima, Japan), 1923-1924 (Hiroshima, Japan ""On furlough""), 1924-1925 (Nakatsu, Japan)",,AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,,,
"Hager, Blanche D.",M. E. C. S.,Board of Missions, Japan Mission ,36.204824,138.252924,1918-1919,F,"1919-1920 (Kobe, Japan), 1920-1921 (Oita, Japan), 1921-1922 (Oita, Japan), 1922-1923 (Osaka, Japan), 1923-1924 (Osaka, Japan ""On furlough""), 1924-1925 (Osaka, Japan)",,AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,,,
"Moose, J.R. (part 2)",M. E. C. S.,Board of Missions,"Albuquerque, New Mexico U.S.A. (Korea Mission) ",35.0843859,-106.650422,1918-1919,M,,,AR 73 (p. 188),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carter, T.J.",M. E. C. S.,Board of Missions,Songdo Korea ,37.3860959,126.6389202,1918-1919,M,"1919-1920 (Songdo, Korea), 1920-1921 (Songdo, Korea), 1921-1922 (Songdo, Korea), 1922-1923 (Wonsan, Korea), 1923-1924 (Wonsan, Korea ""on furlough""), 1924-1925 (Korea ""on furlough"")",,AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,,,
"Fisher, J.E.",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1918-1919,M,"1919-1920 (Seoul, Korea), 1920-1921 (Seoul, Korea), 1921-1922 (Seoul, Korea), 1922-1923 (Seoul, Korea), 1923-1924 (Seoul, Korea), 1924-1925 (Seoul, Korea ""on furlough"")",,AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,,,
"Randle, Pauline G.",M. E. C. S.,Board of Missions,Choon Chun Korea ,35.907757,127.766922,1918-1919,F,"1919-1920 (Songdo, Korea), 1920-1921 (Songdo, Korea), 1921-1922 (Songdo, Korea), 1922-1923 (Choon Chun, Korea ""on furlough""), 1923-1924 (Korea ""On furlough""), 1924-1925 (Chul Won, Korea)",,AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,,,
"Turner, Carrie",M. E. C. S.,Board of Missions, Korea Mission ,35.907757,127.766922,1918-1919,F,"1919-1920 (Seoul, Korea), 1920-1921 (Seoul, Korea), 1921-1922 (Seoul, Korea), 1922-1923 (Songdo, Korea)",,AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),,,,,,,,,,,,,,,,,,,,,,,
"Moore, W.H.",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1918-1919,M,"1919-1920 (Juiz de Fora, Brazil), 1920-1921 (Juiz de Fora, Brazil), 1921-1922 (Juiz de Fora, Brazil), 1922-1923 (Juiz de Fora, Brazil), 1923-1924 (Juiz de Fora, Brazil), 1924-1925 (Brazil ""on furlough"")",,AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,,,
"Betts, D.L.",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1918-1919,M,"1919-1920 (Juiz de Fora, Brazil), 1920-1921 (Passo Fundo, Brazil), 1921-1922 (Passo Fundo, Brazil), 1922-1923 (Passo Fundo, Brazil), 1923-1924 (Passo Fundo, Brazil), 1924-1925 (Brazil ""on furlough"")",,AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,,,
"Lehman, H.I.",M. E. C. S.,Board of Missions,Uruguayana Brazil ,-29.7584058,-57.0863393,1918-1919,M,"1919-1920 (Uruguayana, Brazil), 1920-1921 (Uruguayana, Brazil), 1921-1922 (Itaquy, Brazil), 1922-1923 (Santo Angelo, Brazil), 1923-1924 (Santo Angelo, Brazil), 1924-1925 (Santo Angelo, Brazil)",,AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,,,
"Lamar, Mary A.",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1918-1919,F,"1919-1920 (Petropolis, Brazil), 1920-1921 (Rio de Janeiro, Brazil), 1921-1922 (Rio de Janeiro, Brazil), 1922-1923 (Rio de Janeiro, Brazil), 1923-1924 (Brazil ""on furlough""), 1924-1925 (Brazil ""on furlough"")",,AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,,,
"Hicks, Pearl O.",M. E. C. S.,Board of Missions,Ribeirao Preto Brazil ,-21.1694018,-47.8110855,1918-1919,F,"1919-1920 (Ribeirao Preto, Brazil), 1920-1921 (Ribeirao Preto, Brazil), 1921-1922 (Ribeirao Preto, Brazil), 1922-1923 (Ribeirao Preto, Brazil), 1923-1924 (Brazil ""on furlough""), 1924-1925 (Brazil ""on furlough"")",,AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,,,
"Scott, Fannie V.",M. E. C. S.,Board of Missions, Brazil Mission ,-14.235004,-51.92528,1918-1919,F,"1919-1920 (Piracicaba, Brazil)",,AR 73 (p. 190),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,,,,
"Cunningham, W.K.",M. E. C. S.,Board of Missions,Camaguey Cuba ,21.3926035,-77.9053182,1918-1919,M,"1919-1920 (Antilla, Cuba), 1921-1922 (Antilla, Cuba), 1922-1923 (Cardenas, Cuba), 1923-1924 (Cienfuegos, Cuba), 1924-1925 (Cienfuegos, Cuba)",,AR 73 (p. 190),AR 74 (p. 217),AR 76 (p. 205),AR 77 (p. 239),AR 78 (p. 298),AR 79 (p. 304),,,,,,,,,,,,,,,,,,,,,,
"Dibrell, Walter",M. E. C. S.,Board of Missions, Cuba Mission ,21.521757,-77.781167,1918-1919,M,"1919-1920 (Camaguey, Cuba)",,AR 73 (p. 190),AR 74 (p. 217),,,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, M.C.",M. E. C. S.,Board of Missions,Havana Cuba ,23.1135925,-82.3665956,1918-1919,M,"1919-1920 (Pinar del Rio, Cuba), 1921-1922 (Lake Junaluska, North Carolina), 1922-1923 (Torreon, Mexico), 1923-1924 (El Paso, Texas), 1924-1925 (El Paso, Texas)",,AR 73 (p. 190),AR 74 (p. 217),AR 76 (p. 205),AR 77 (p. 238),AR 78 (p. 298),AR 79 (p. 304),,,,,,,,,,,,,,,,,,,,,,
"Toland, Rebecca (part 2)",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1918-1919,F,"1919-1920 (Matanzas, Cuba), 1921-1922 (Matanzas, Cuba), 1922-1923 (Matanzas, Cuba), 1923-1924 (Matanzas, Cuba), 1924-1925 (Matanzas, Cuba)",,AR 73 (p. 190),AR 74 (p. 217),AR 76 (p. 204),AR 77 (p. 238),AR 78 (p. 298),AR 79 (p. 304),,,,,,,,,,,,,,,,,,,,,,
"Gill, Jessie Drew",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1918-1919,F,"1919-1920 (Matanzas, Cuba ""On furlough"")",,AR 73 (p. 190),AR 74 (p. 217),,,,,,,,,,,,,,,,,,,,,,,,,,
"Craig, Annie M.",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1918-1919,F,"1919-1920 (Mexico Mission), 1920-1921 (Chihuahua, Mexico), 1922-1923 (Durango, Mexico), 1923-1924 (Mexico ""on furlough""), 1924-1925 (Chihuahua, Mexico)",,AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 206),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,,,
"Stevenson, R.E.",M. E. C. S.,Board of Missions,El Paso Texas ,31.7618778,-106.4850217,1918-1919,M,"1919-1920 (El Paso, Texas), 1920-1921 (El Paso, Texas), 1922-1923 (El Paso, Texas)",,AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 206),AR 77 (p. 238),,,,,,,,,,,,,,,,,,,,,,,,
"Roberts, Lelia (part 2)",M. E. C. S.,Board of Missions,Saltillo Mexico ,25.4383234,-100.973678,1918-1919,F,"1919-1920 (Saltillo, Mexico), 1922-1923 (Saltillo, Mexico), 1923-1924 (Saltillo, Mexico), 1924-1925 (Saltillo, Mexico)",,AR 73 (p. 191),AR 74 (p. 216),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,,,,
"Park, Edith (part 2)",M. E. C. S.,Board of Missions,Saltillo Mexico ,25.4383234,-100.973678,1918-1919,F,"1919-1920 (Saltillo, Mexico), 1922-1923 (Saltillo, Mexico), 1923-1924 (Saltillo, Mexico), 1924-1925 (Saltillo, Mexico)",,AR 73 (p. 191),AR 74 (p. 216),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,,,,
"Ingrum, Dora L.",M. E. C. S.,Board of Missions,Monterrey Mexico ,25.6866142,-100.3161126,1918-1919,F,"1919-1920 (Mexico), 1920-1921 (Monterrey, Mexico), 1922-1923 (Monterrey, Mexico), 1923-1924 (Mexico ""on furlough""), 1924-1925 (Monterrey, Mexico)",,AR 73 (p. 191),AR 74 (p. 216),AR 75 (p. 206),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,,,
"Darwin, Nora E.",M. E. C. S.,Board of Missions,Chihuahua Mexico ,28.6433753,-106.0587908,1918-1919,F,1919-1920 (Mexico),,AR 73 (p. 191),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,,,,
"Brinkley, Sarah",M. E. C. S.,Board of Missions, Africa Mission ,-8.783195,34.508523,1918-1919,F,"1919-1920 (China ""Language School""), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Huchow, China), 1923-1924 (Huchow, China), 1924-1925 (Huchow, China)",,AR 73 (p. 191),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),,,,,,,,,,,,,,,,,,,,,
"Schaedel, Charles T.",M. E. C. S.,Board of Missions, Africa Mission ,-8.783195,34.508523,1918-1919,M,"1919-1920 (Lusambo, Africa), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Africa), 1922-1923 (Kabengele, Africa), 1923-1924 (Kabengele, Africa), 1924-1925 (Kabengele, Congo ""on furlough"")",,AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,,,
"Davis, J.J.",M. E. C. S.,Board of Missions, Africa Mission ,-8.783195,34.508523,1918-1919,M,"1919-1920 (Lusambo, Africa), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Wembo-Nyama, Africa), 1922-1923 (Wembo-Nyama, Africa), 1923-1924 (Wembo Nyama, Africa ""on furlough""), 1924-1925 (Wembo Nyama, Congo)",,AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,,,
"Lynn, Ansell",M. E. C. S.,Board of Missions, Africa Mission ,-8.783195,34.508523,1918-1919,M,"1919-1920 (Lusambo, Africa), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Tunda, Africa), 1922-1923 (Kinshasa, Africa), 1923-1924 (Kinshasa, Africa ""on furlough""), 1924-1925 (Tunda, Congo)",,AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,,,
"Smith, Muriel",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1918-1919,F,"1920-1921 (China), 1922-1923 (Shanghai, China), 1923-1924 (Shanghai, China), 1924-1925 (Shanghai, China), 1925-1926 (Shanghai, China)",,AR 73 (p. 191),AR 75 (p. 207),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,,,
"Olive, Myra",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,F,1920-1921 (China),,AR 73 (p. 191),AR 75 (p. 202),,,,,,,,,,,,,,,,,,,,,,,,,,
"Ingersoll, Louise",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1918-1919,F,"1920-1921 (China), 1923-1924 (Shanghai, China ""On furlough""), 1924-1925 (China ""on furlough""), 1925-1926 (China ""extended furlough"")",,AR 73 (p. 191),AR 75 (p. 207),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,,,,
"Vimont, Charlotte",M. E. C. S.,Board of Missions,Saltillo Mexico ,25.4383234,-100.973678,1918-1919,F,,,AR 73 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sone, Hubert L.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1919-1920,M,"1920-1921 (Soochow, China), 1921-1922 (Huchow, China), 1922-1923 (Huchow, China), 1923-1924 (Huchow, China), 1924-1925 (Huchow, China), 1925-1926 (Huchow, China ""on furlough"")",,AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,,
"Nash, W.L.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1919-1920,M,"1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China), 1925-1926 (Soochow, China)",,AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,,
"Blume, W.W.",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1919-1920,F,"1920-1921 (Shanghai, China), 1921-1922 (Shanghai, China), 1922-1923 (Shanghai, China), 1923-1924 (Shanghai, China ""On furlough"")",,AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 80 (p. 290),,,,,,,,,,,,,,,,,,,,,,
"Valentine, Josephine",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1919-1920,F,"1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China)",,AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),,,,,,,,,,,,,,,,,,,,,,
"Robeson, Mrs. Lida P.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1919-1920,F,,,AR 74 (p. 212),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hendry, C.H.",M. E. C. S.,Board of Missions, China Mission ,35.86166,104.195397,1919-1920,M,"1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China), 1925-1926 (Soochow, China)",,AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,,,,
